#Number of Heuristics: 11
#Heuristics of type MUTATION: [0, 1, 2, 3, 4, 5]
#Heuristics of type CROSSOVER: [9, 10]
#Heuristics of type RUIN_RECREATE: [6]
#Heuristics of type LOCAL_SEARCH: [7, 8]
#Heuristics of type OTHER: null
#Eval(0): 444.0
#Vector(0): [444.0, 444.0, 444.0, 444.0, 444.0, 444.0, 444.0, 444.0, 444.0, 444.0, 444.0]
0	444.0	444.0	444.0	444.0	444.0	444.0	444.0	444.0	444.0	444.0	444.0
#Apply(0): 6,444.0,424.0
#Vector(1): [444.0, 444.0, 444.0, 444.0, 444.0, 444.0, 464.0, 444.0, 444.0, 444.0, 444.0]
1	444.0	444.0	444.0	444.0	444.0	444.0	464.0	444.0	444.0	444.0	444.0
#Apply(1): 6,424.0,435.0
#Vector(2): [444.0, 444.0, 444.0, 444.0, 444.0, 444.0, 453.0, 444.0, 444.0, 444.0, 444.0]
2	444.0	444.0	444.0	444.0	444.0	444.0	453.0	444.0	444.0	444.0	444.0
#Apply(2): 8,435.0,427.0
#Vector(3): [444.0, 444.0, 444.0, 444.0, 444.0, 444.0, 453.0, 444.0, 452.0, 444.0, 444.0]
3	444.0	444.0	444.0	444.0	444.0	444.0	453.0	444.0	452.0	444.0	444.0
#Apply(3): 5,427.0,424.0
#Vector(4): [444.0, 444.0, 444.0, 444.0, 444.0, 447.0, 453.0, 444.0, 452.0, 444.0, 444.0]
4	444.0	444.0	444.0	444.0	444.0	447.0	453.0	444.0	452.0	444.0	444.0
#Apply(4): 6,424.0,428.0
#Vector(5): [444.0, 444.0, 444.0, 444.0, 444.0, 447.0, 449.0, 444.0, 452.0, 444.0, 444.0]
5	444.0	444.0	444.0	444.0	444.0	447.0	449.0	444.0	452.0	444.0	444.0
#Apply(5): 2,428.0,425.0
#Vector(6): [444.0, 444.0, 447.0, 444.0, 444.0, 447.0, 449.0, 444.0, 452.0, 444.0, 444.0]
6	444.0	444.0	447.0	444.0	444.0	447.0	449.0	444.0	452.0	444.0	444.0
#Apply(6): 5,425.0,423.0
#Vector(7): [444.0, 444.0, 447.0, 444.0, 444.0, 449.0, 449.0, 444.0, 452.0, 444.0, 444.0]
7	444.0	444.0	447.0	444.0	444.0	449.0	449.0	444.0	452.0	444.0	444.0
#Apply(7): 2,423.0,423.0
#Vector(8): [444.0, 444.0, 447.0, 444.0, 444.0, 449.0, 449.0, 444.0, 452.0, 444.0, 444.0]
8	444.0	444.0	447.0	444.0	444.0	449.0	449.0	444.0	452.0	444.0	444.0
#Apply(8): 5,423.0,423.0
#Vector(9): [444.0, 444.0, 447.0, 444.0, 444.0, 449.0, 449.0, 444.0, 452.0, 444.0, 444.0]
9	444.0	444.0	447.0	444.0	444.0	449.0	449.0	444.0	452.0	444.0	444.0
#Apply(9): 1,423.0,417.0
#Vector(10): [444.0, 450.0, 447.0, 444.0, 444.0, 449.0, 449.0, 444.0, 452.0, 444.0, 444.0]
10	444.0	450.0	447.0	444.0	444.0	449.0	449.0	444.0	452.0	444.0	444.0
#Apply(10): 9,417.0,418.0
#Vector(11): [444.0, 450.0, 447.0, 444.0, 444.0, 449.0, 449.0, 444.0, 452.0, 443.0, 444.0]
11	444.0	450.0	447.0	444.0	444.0	449.0	449.0	444.0	452.0	443.0	444.0
#Apply(11): 1,418.0,412.0
#Vector(12): [444.0, 456.0, 447.0, 444.0, 444.0, 449.0, 449.0, 444.0, 452.0, 443.0, 444.0]
12	444.0	456.0	447.0	444.0	444.0	449.0	449.0	444.0	452.0	443.0	444.0
#Apply(12): 9,412.0,414.0
#Vector(13): [444.0, 456.0, 447.0, 444.0, 444.0, 449.0, 449.0, 444.0, 452.0, 441.0, 444.0]
13	444.0	456.0	447.0	444.0	444.0	449.0	449.0	444.0	452.0	441.0	444.0
#Apply(13): 5,414.0,415.0
#Vector(14): [444.0, 456.0, 447.0, 444.0, 444.0, 448.0, 449.0, 444.0, 452.0, 441.0, 444.0]
14	444.0	456.0	447.0	444.0	444.0	448.0	449.0	444.0	452.0	441.0	444.0
#Apply(14): 4,415.0,412.0
#Vector(15): [444.0, 456.0, 447.0, 444.0, 447.0, 448.0, 449.0, 444.0, 452.0, 441.0, 444.0]
15	444.0	456.0	447.0	444.0	447.0	448.0	449.0	444.0	452.0	441.0	444.0
#Apply(15): 0,412.0,406.0
#Vector(16): [450.0, 456.0, 447.0, 444.0, 447.0, 448.0, 449.0, 444.0, 452.0, 441.0, 444.0]
16	450.0	456.0	447.0	444.0	447.0	448.0	449.0	444.0	452.0	441.0	444.0
#Apply(16): 3,406.0,407.0
#Vector(17): [450.0, 456.0, 447.0, 443.0, 447.0, 448.0, 449.0, 444.0, 452.0, 441.0, 444.0]
17	450.0	456.0	447.0	443.0	447.0	448.0	449.0	444.0	452.0	441.0	444.0
#Apply(17): 6,407.0,407.0
#Vector(18): [450.0, 456.0, 447.0, 443.0, 447.0, 448.0, 449.0, 444.0, 452.0, 441.0, 444.0]
18	450.0	456.0	447.0	443.0	447.0	448.0	449.0	444.0	452.0	441.0	444.0
#Apply(18): 4,407.0,404.0
#Vector(19): [450.0, 456.0, 447.0, 443.0, 450.0, 448.0, 449.0, 444.0, 452.0, 441.0, 444.0]
19	450.0	456.0	447.0	443.0	450.0	448.0	449.0	444.0	452.0	441.0	444.0
#Apply(19): 10,404.0,414.0
